XCoord;YCoord;ACT_NUM;STATUS_1;TYPE_DESC;DT_ENT;DESCRIPTION;ADDRESSFULL;NAME;PARCEL
1049682.12500000;404895.59383202;T12DV04201;COMPLIAN;MULTIPLE TYPES;2012-05-22 00:00:00;Dog fecus all over yard,Pool full of trash.Water greenish with algee,weeds over the whole area Flyes ,mosquitos are all over the area and now Rats are appearing over the area;9625 E GLASGOW PL      ;Rita Ranch;141141490
1049682.12500000;404895.59383202;T10DV02249;COMPLIAN;WEEDS;2010-04-16 00:00:00;Overgrown weeds and vegetation.;9625 E GLASGOW PL      ;Rita Ranch;141141490
1049959.37500000;404901.84383202;T13DV04429;NOVERIFY;JUNK MOTOR VEHICLES;2013-06-25 00:00:00;POSSIBLE BLUE MINI-VAN JMV ON PROPERTY;7909 S GLASGOW ST      ;Rita Ranch;141140330
1045030.68766404;404916.56266404;T11DV01724;NOVERIFY;EMERGENCY;2011-03-17 00:00:00;unsecure building south door breeched.;7901 S RITA RD      ;Rita Ranch;14113019C
1045030.68766404;404916.56266404;T12DV00412;COMPLIAN;COM: VACANT & ABANDONED;2012-01-23 00:00:00;Building unsecured, a window on the west side and a door, plus an equipment room on the south side of the building. The cables were cut and stolen.;7901 S RITA RD      ;Rita Ranch;14113019C
1045030.68766404;404916.56266404;T11DV04647;NOVERIFY;COM: VACANT & ABANDONED;2011-06-20 00:00:00;REFERRAL FROM TPD. STATE OWNED PROPERTY. TPD HAS BOARDED NUMERSOUS TIMES TO NO AVAIL. CASE INITIATION REQUESTED BY  ALBERT ELIAS AND TERESA WILLIAMS.;7901 S RITA RD      ;Rita Ranch;14113019C
1048274.43766404;404918.56266404;T13DV02323;COMPLIAN;WEEDS;2013-04-11 00:00:00;GRASS AND WEEDS;7917 S LENNOX LN      ;Rita Ranch;141144860
1050943.62500000;404933.34383202;T10DV02183;COMPLIAN;WEEDS;2010-04-14 00:00:00;Overgrown weeds and vegetation;9825 E BANBRIDGE ST      ;Rita Ranch;141166750
1025676.50000000;404936.65616798;T12DV09891;COMPLIAN;REFUSE;2012-10-22 00:00:00;Old sofa sitting at curb in front of property, been there for months.;5986 E GRAYHAWK RANCH RD      ;NULL;140440310
1047974.12500000;404960.81266404;T12DV08983;COMPLIAN;WEEDS;2012-09-24 00:00:00;GRASS AND WEEDS;7882 S LENNOX LN      ;Rita Ranch;141144980
1049609.12500000;404975.28116798;T11DV06158;COMPLIAN;WORK WITHOUT PERMITS-RESIDENTL;2011-08-01 00:00:00;Building a patio in the back yard;9584 E ASHFORD DR      ;Rita Ranch;141141520
1051265.00000000;404990.81266404;T10DV02185;NOVERIFY;WEEDS;2010-04-14 00:00:00;Overgrown weeds and vegetation;7895 S CLAREMON AV      ;Rita Ranch;141167420
1024917.00000000;404993.71883202;T12DV09890;COMPLIAN;JUNK MOTOR VEHICLES;2012-10-22 00:00:00;Junk car on blocks in carport for over six months. Various other junk vehicles and assorted trash scattered around property;5856 E GRAYHAWK RANCH RD      ;NULL;140440360
1024917.00000000;404993.71883202;T10DV06566;COMPLIAN;MULTIPLE TYPES;2010-09-27 00:00:00;Junk cars everywhere. Carport is a mess of partially disassembled vehicles. Auto parts litter the entire property.;5856 E GRAYHAWK RANCH RD      ;NULL;140440360
1049167.25000000;405008.40616798;T13DV02321;COMPLIAN;WEEDS;2013-04-11 00:00:00;GRASS AND WEEDS;7899 S CASTLE BAY ST      ;Rita Ranch;141143650
1025922.93766404;405041.75000000;T13DV07059;FIELD   ;WORK WITHOUT PERMITS-RESIDENTL;2013-09-18 00:00:00;Resident has covered over and altered a natural wash causing flooding of the street and near by property.;6012 E GRAYHAWK RANCH RD      ;NULL;140440300
1025922.93766404;405041.75000000;T10DV06823;NOVERIFY;JUNK MOTOR VEHICLES;2010-10-04 00:00:00;Abandoned red vehicle on the west side of the house...license expired.;6012 E GRAYHAWK RANCH RD      ;NULL;140440300
1050545.12500000;405049.65616798;T10DV02179;COMPLIAN;WEEDS;2010-04-14 00:00:00;Overgrown weeds and vegetation;7895 S DANFORTH AV      ;Rita Ranch;141166110
1049845.37500000;405058.93766404;T10DV04610;NOVERIFY;WEEDS;2010-07-14 00:00:00;Overgrown weeds and vegetation.;7885 S GLASGOW ST      ;Rita Ranch;141140300
1046043.06266404;405063.40616798;T12DV07714;COMPLIAN;MULTIPLE TYPES;2012-08-28 00:00:00;Overgrown grass/weeds in front & back yards dog feces not being cleaned in back yard.;9064 E RAINSAGE ST      ;Rita Ranch;141133920
1049312.75000000;405087.56266404;T10DV02241;COMPLIAN;WEEDS;2010-04-16 00:00:00;Overgrown weeds and vegetation;9560 E STONEHAVEN WY      ;Rita Ranch;141143550
1050319.37500000;405089.78116798;T11DV03789;COMPLIAN;MULTIPLE TYPES;2011-05-24 00:00:00;JMV IN DRIVEWAY WITH FLAT TIRE AND BROKEN WINDOWS. RWOP - EXTENDED NORTH AND WEST WALLS BEYOND 6';7870 S DANFORTH AV      ;Rita Ranch;141166080
1051108.62500000;405112.15616798;T13DV05686;NOVERIFY;RESIDENTIAL ZONING;2013-08-05 00:00:00;Basketball hoop stand is obstructing the sidewalk.;9830 E DONATI WY      ;Rita Ranch;141166780
1050818.87500000;405116.18766404;T11DV01658;COMPLIAN;RESIDENTIAL ZONING;2011-03-16 00:00:00;Zoned R-2: Currently painting race cars and paint fume odor is extremely strong and hazardous nuisance.;7891 S TARBELA AV      ;Rita Ranch;141166720
1050818.87500000;405116.18766404;T10DV04976;NOVERIFY;WORK WITHOUT PERMITS-RESIDENTL;2010-07-29 00:00:00;installed electrical lines/conduits for flood lights w/o permits;7891 S TARBELA AV      ;Rita Ranch;141166720
1046585.75000000;405127.53116798;T10DV08461;COMPLIAN;RESIDENTIAL FIRE;2010-11-22 00:00:00;fire at rear porch, Electrical and sturcture damage.  Alarm # 10-70063;9143 E RAINSAGE ST      ;Rita Ranch;141283200
1049369.50000000;405143.18766404;T10DV02239;COMPLIAN;WEEDS;2010-04-16 00:00:00;Overgrown weeds and vegetation;9566 E STONEHAVEN WY      ;Rita Ranch;141143560
1028200.56266404;405147.28116798;T12DV03845;COMPLIAN;WEEDS;2012-05-09 00:00:00;Hundreds of weeds in back yard.  Dozens over 8 feet tall, and many in front yard as well.;6366 E BUTTE STONE ST      ;NULL;141095750
1050785.50000000;405168.03116798;T11DV03790;NOVERIFY;RESIDENTIAL ZONING;2011-05-24 00:00:00;RUNNING DAYCARE FROM PROPERTY W/OUT C of O;7881 S TARBELA AV      ;Rita Ranch;141166710
1048010.43766404;405169.71883202;T13DV02370;COMPLIAN;WEEDS;2013-04-11 00:00:00;GRASS AND WEEDS;7859 S LENNOX LN      ;Rita Ranch;141144940
1049410.62500000;405175.06266404;T10DV02238;COMPLIAN;WEEDS;2010-04-16 00:00:00;Overgrown weeds and vegetation;9572 E STONEHAVEN WY      ;Rita Ranch;141143570
1031886.81266404;405189.93766404;T11DV04622;NOVERIFY;FIRE AT COMMERCIAL BUILDING;2011-06-20 00:00:00;COMMERCIAL FIRE;7940 S KOLB RD      ;NULL;141098500
1047663.56266404;405196.62500000;T10DV07036;COMPLIAN;WEEDS;2010-10-08 00:00:00;Brush not removed from sidewalk for weeks after cutting down a tree. Weeds not removed for months. There are two houses responsible for this and they haven't cleaned their property in months.;7805 S PLACITA SENORA MARIA      ;Rita Ranch;141138630
1025309.50000000;405205.31266404;T10DV07385;COMPLIAN;WEEDS;2010-10-19 00:00:00;Weeds;5933 E GRAYHAWK RANCH RD      ;NULL;140440690
1024627.68766404;405207.75000000;T10DV01368;NOVERIFY;ENVIRONMENTAL;2010-03-16 00:00:00;Referral from DSD:Vacant and abandoned mobile home with doors and windows open.;7852 S PISTOL RIDGE RD      ;NULL;140440390
1047619.81266404;405221.65616798;T10DV07037;COMPLIAN;REFUSE;2010-10-08 00:00:00;Residents need to remove brush that was cut down and then left to rot. It is covering the sidewalk and also lays in the street.;7809 S PLACITA SENORA MARIA      ;Rita Ranch;141138640
1027931.18766404;405229.43766404;T13DV00764;COMPLIAN;RES: MINIMUM HOUSING;2013-02-05 00:00:00;No running water per TPD, buckets of water being left for resident to use.;7884 S BAJA STONE AV      ;NULL;141094830
1049198.00000000;405233.21883202;T10DV02242;COMPLIAN;WEEDS;2010-04-16 00:00:00;Overgrown weeds and vegetation.;7842 S KILCORMAC LN      ;Rita Ranch;141143520
1049526.37500000;405249.06266404;T12DV03843;COMPLIAN;WEEDS;2012-05-08 00:00:00;GRASS AND WEEDS;9590 E STONEHAVEN WY      ;Rita Ranch;141143600
1049526.37500000;405249.06266404;T10DV02237;COMPLIAN;WEEDS;2010-04-16 00:00:00;Overgrown weeds and vegetation;9590 E STONEHAVEN WY      ;Rita Ranch;141143600
1049526.37500000;405249.06266404;T11DV08190;COMPLIAN;WEEDS;2011-10-12 00:00:00;Tall weeds in the front of the property.  Weeds also near the right-of-way and street sign.;9590 E STONEHAVEN WY      ;Rita Ranch;141143600
1050378.00000000;405271.68766404;T12DV03732;COMPLIAN;ENVIRONMENTAL;2012-05-04 00:00:00;An ovegrown mesquite tree hanging over the sidewalk and covering a street sign.;7859 S DANFORTH AV      ;Rita Ranch;141166420
1049173.87500000;405271.87500000;T10DV02244;COMPLIAN;WEEDS;2010-04-16 00:00:00;Overgrown weeds and vegetation;7836 S KILCORMAC LN      ;Rita Ranch;141143510
1050186.75000000;405276.12500000;T10DV02178;COMPLIAN;WEEDS;2010-04-14 00:00:00;Overgrown weeds and vegetation.;7844 S DANFORTH AV      ;Rita Ranch;141166450
1024857.56266404;405290.21883202;T12DV03835;COMPLIAN;RESIDENTIAL ZONING;2012-05-09 00:00:00;Structure for horse and goats against property line, and oversized shed against property line.;5855 E GRAYHAWK RANCH RD      ;NULL;140440720
1024857.56266404;405290.21883202;T13DV00183;NOVERIFY;RESIDENTIAL STORAGE;2013-01-09 00:00:00;3 TRAILERS, FENCING, JET SKI,, DOOM BUGGIES. BARRELLS, LADDERS. LARGE CONTAINER CATCHING WATER, POLES ALL BEING STORED IN BACK YARD BEHIND SHED.;5855 E GRAYHAWK RANCH RD      ;NULL;140440720
1024857.56266404;405290.21883202;T10DV07386;COMPLIAN;WEEDS;2010-10-19 00:00:00;Weeds;5855 E GRAYHAWK RANCH RD      ;NULL;140440720
1049657.00000000;405325.75000000;T12DV08049;COMPLIAN;RESIDENTIAL FIRE;2012-09-05 00:00:00;Communications Call - HVAC fire;7847 S GLASGOW ST      ;Rita Ranch;141143100
1051359.75000000;405328.25000000;T10DV02192;COMPLIAN;WEEDS;2010-04-15 00:00:00;Overgrown weeds and vegetation;7840 S SOLOMON AV      ;Rita Ranch;141167480
1050670.62500000;405331.96883202;T10DV02217;NOVERIFY;WEEDS;2010-04-16 00:00:00;Overgrown weeds and vegetation.;7851 S TARBELA AV      ;Rita Ranch;141166680
1050670.62500000;405331.96883202;T10DV04388;COMPLIAN;ENVIRONMENTAL;2010-07-07 00:00:00;OVERGROWN MESQUITE TREE IN FRONT BLOCKING SIDEWALK AND STOP SIGN;7851 S TARBELA AV      ;Rita Ranch;141166680
1049317.62500000;405339.96883202;T10DV02243;COMPLIAN;WEEDS;2010-04-16 00:00:00;Overgrown weeds and vegetation;7841 S KILCORMAC LN      ;Rita Ranch;141143260
1027474.37500000;405348.09383202;T11DV09574;NOVERIFY;RESIDENTIAL ZONING;2011-11-28 00:00:00;This property is not zoned for horses. Renter has 3 horses on the property and could be using it as a bussiness.;6271 E GRAYHAWK RANCH RD      ;NULL;140440560
1049425.50000000;405351.75000000;T12DV03842;COMPLIAN;WEEDS;2012-05-08 00:00:00;GRASS AND WEEDS;7826 S GLASGOW ST      ;Rita Ranch;141143240
1049425.50000000;405351.75000000;T11DV06495;COMPLIAN;MULTIPLE TYPES;2011-08-17 00:00:00;JMV & WEEDS;7826 S GLASGOW ST      ;Rita Ranch;141143240
1049284.62500000;405379.09383202;T10DV02246;COMPLIAN;WEEDS;2010-04-16 00:00:00;Overgrown weeds and vegetation;7835 S KILCORMAC LN      ;Rita Ranch;141143270
1049399.50000000;405385.81266404;T11DV06492;COMPLIAN;WEEDS;2011-08-17 00:00:00;OVERGROWN WEEDS;7820 S GLASGOW ST      ;Rita Ranch;141143230
1049399.50000000;405385.81266404;T10DV03410;COMPLIAN;MULTIPLE TYPES;2010-05-25 00:00:00;JMV blocking the sidewalk and overgrown vegetation, also bees in the house.;7820 S GLASGOW ST      ;Rita Ranch;141143230
1044919.75000000;405390.59383202;T10DV08738;COMPLIAN;RESIDENTIAL ZONING;2010-12-03 00:00:00;RUNNING A DAY CARE FROM HOME;7818 S TRUMPET VINE AV      ;Rita Ranch;141134590
1051356.50000000;405390.68766404;T10DV02193;COMPLIAN;WEEDS;2010-04-15 00:00:00;Overgrown weeds and vegetation;7830 S SOLOMON AV      ;Rita Ranch;141167490
1050378.25000000;405441.93766404;T10DV02216;NOVERIFY;WEEDS;2010-04-16 00:00:00;Overgrown weeds and vegetation.;7810 S TARBELA AV      ;Rita Ranch;141166270
1048669.62500000;405445.18766404;T10DV04567;COMPLIAN;JUNK MOTOR VEHICLES;2010-07-12 00:00:00;One JMV in the front yard, been there over a year.;7818 S CASTLE BAY ST      ;Rita Ranch;141144100
1047805.12500000;405453.25000000;T12DV02739;COMPLIAN;WEEDS;2012-04-09 00:00:00;Overgrown weeds in the front yard.;9340 E AMETHYST QUARTZ DR      ;Rita Ranch;141147320
1047805.12500000;405453.25000000;T12DV08613;COMPLIAN;MULTIPLE TYPES;2012-09-13 00:00:00;GRASS AND WEEDS;9340 E AMETHYST QUARTZ DR      ;Rita Ranch;141147320
1049547.37500000;405471.96883202;T12DV04330;COMPLIAN;ES: TREE OBSTRUCTION;2012-05-24 00:00:00;ES referral: overhanging limbs at the curb hindering service for the ES driver.;7823 S GLASGOW ST      ;Rita Ranch;141143140
1048854.00000000;405473.18766404;T13DV02510;COMPLIAN;WEEDS;2013-04-18 00:00:00;GRASS AND WEEDS;7831 S CASTLE BAY ST      ;Rita Ranch;141143760
1046098.87500000;405479.18766404;T10DV04657;COMPLIAN;WORK WITHOUT PERMITS-RESIDENTL;2010-07-15 00:00:00;Porch addition without permits- expired permit on file Block wall may exceed 6'.;7807 S ORCHID VINE PL      ;Rita Ranch;141133090
1051085.00000000;405484.68766404;T11DV01365;NOVERIFY;MULTIPLE TYPES;2011-03-07 00:00:00;Overgrown weeds/debris/refuse in back yard. Structure is deteriorated.;7820 S CLAREMON AV      ;Rita Ranch;141167210
1046671.56266404;405490.34383202;T10DV01653;COMPLIAN;JUNK MOTOR VEHICLES;2010-03-26 00:00:00;Vehicle parked on driveway is disabled. Has been parked there for approximately 3 months.;9151 E SUGAR SUMAC ST      ;Rita Ranch;141282790
1050218.25000000;405491.59383202;T10DV02180;NOVERIFY;WEEDS;2010-04-14 00:00:00;Overgrown weeds and vegetation;7827 S DANFORTH AV      ;Rita Ranch;141166380
1045459.37500000;405506.96883202;T11DV08893;COMPLIAN;MULTIPLE TYPES;2011-10-31 00:00:00;OVERGROWN GRASS/WEEDS THROUGHOUT THE PROPERTY, TERMITE INFESTATION.;8977 E RAINSAGE ST      ;Rita Ranch;141133750
1049239.75000000;405513.40616798;T12DV03899;COMPLIAN;WEEDS;2012-05-10 00:00:00;GRASS AND WEEDS;7805 S KILCORMAC LN      ;Rita Ranch;141143300
1046060.00000000;405513.75000000;T10DV03826;COMPLIAN;WORK WITHOUT PERMITS-RESIDENTL;2010-06-10 00:00:00;The homeowner has erected a large storage shed on their property less than 6 inches from neighboring common wall.;7801 S ORCHID VINE PL      ;Rita Ranch;141133100
1032101.56266404;405528.56266404;T10DV05121;OBSERVE ;COMMERCIAL ZONING;2010-08-04 00:00:00;RV STORAGE BUSINESS HAS STORAE CONTAINERS MDE INTO OFFICE WITH ELECTRICTY. NO C of O;7900 S KOLB RD      ;NULL;141098570
1049333.00000000;405530.28116798;T12DV03734;COMPLIAN;WEEDS;2012-05-04 00:00:00;High weeds and dead/untrimmed bushes.;7802 S GLASGOW ST      ;Rita Ranch;141143200
1025288.43766404;405577.40616798;T10DV07737;COMPLIAN;WEEDS;2010-10-27 00:00:00;HIGH WEEDS;5926 E DIABLO SUNRISE RD      ;NULL;140440760
1026566.12500000;405604.81266404;T10DV08040;COMPLIAN;WEEDS;2010-11-08 00:00:00;Weeds;6114 E DIABLO SUNRISE RD      ;NULL;140440840
1049481.12500000;405611.09383202;T12DV03840;COMPLIAN;WEEDS;2012-05-08 00:00:00;GRASS AND WEEDS;7805 S GLASGOW ST      ;Rita Ranch;141143170
1049097.75000000;405612.00000000;T10DV02247;COMPLIAN;WEEDS;2010-04-16 00:00:00;Overgrown weeds and vegetation;7794 S KILCORMAC LN      ;Rita Ranch;141143440
1047976.87500000;405677.93766404;T12DV02741;COMPLIAN;WEEDS;2012-04-09 00:00:00;Overgrown weeds in the front yard.;9360 E MARCASITE LN      ;Rita Ranch;141147010
1047020.43766404;405704.81266404;T13DV05044;COMPLIAN;ENVIRONMENTAL;2013-07-16 00:00:00;TREE FELL ON TOP OF HOUSE;9234 E MULESHOE ST      ;Rita Ranch;141281880
1051352.12500000;405710.34383202;T13DV04007;COMPLIAN;MULTIPLE TYPES;2013-06-10 00:00:00;BASKETBALL HOOP BLOCKING SIDEWALK;7780 S SOLOMON AV      ;Rita Ranch;141167540
1047632.06266404;405753.90616798;T12DV02901;COMPLIAN;WEEDS;2012-04-12 00:00:00;WEEDS;9305 E AMETHYST QUARTZ DR      ;Rita Ranch;141147060
1050111.87500000;405764.18766404;T13DV06097;COMPLIAN;WEEDS;2013-08-19 00:00:00;Overgrown vegetation on the property front and back yard.;9670 E STONEHAVEN WY      ;Rita Ranch;141166330
1050111.87500000;405764.18766404;T12DV06936;COMPLIAN;WEEDS;2012-08-13 00:00:00;overgrown Vegetation in the front yard;9670 E STONEHAVEN WY      ;Rita Ranch;141166330
1049380.62500000;405785.75000000;T11DV09835;NOVERIFY;RESIDENTIAL ZONING;2011-12-07 00:00:00;RV BEING LIVED IN;7751 S KILCORMAC LN      ;Rita Ranch;141143360
1049380.62500000;405785.75000000;T12DV00241;NOVERIFY;RESIDENTIAL ZONING;2012-01-12 00:00:00;RV being lived in and it been going on a year or more now.  The caller states that he drives by the property 2-5 time a day and at night and he see people in the RV he see the light on at night and it has two roll out that stay out at all times.  People come and go thru the fence gate where the RV is parked.;7751 S KILCORMAC LN      ;Rita Ranch;141143360
1048124.12500000;405809.31266404;T12DV02905;COMPLIAN;WEEDS;2012-04-12 00:00:00;WEEDS;7780 S PRECIOUS OPAL DR      ;Rita Ranch;141146670
1048451.87500000;405847.21883202;T10DV01822;NOVERIFY;WEEDS;2010-04-05 00:00:00;WEEDS ON ENTIRE PROPERTY- CARPET AND BROKEN GLASS ON SIDE OF HOUSE;7753 S PRECIOUS OPAL DR      ;Rita Ranch;141147150
1044723.00000000;405853.68766404;T10DV03355;COMPLIAN;WEEDS;2010-05-21 00:00:00;OVERGROWN WEEDS IN REAR YARD GROWING OVER WALL ONTO NEIGHBORING PROPERTY.;7755 S MEADOW SPRING WY      ;Rita Ranch;141111520
1048487.87500000;405870.56266404;T12DV02759;COMPLIAN;WEEDS;2012-04-09 00:00:00;Overgrown weeds in the front yard.;7749 S PRECIOUS OPAL DR      ;Rita Ranch;141147140
1028006.56266404;405876.81266404;T12DV00372;NOVERIFY;WORK WITHOUT PERMITS-RESIDENTL;2012-01-19 00:00:00;Desert Stone HOA has contracted with American Play Systems, 51278 Casa Grand Hwy Tucson, to build a shade structure covering play eq. in the retention/park.The structure will cover 900 sq ft and 12ft min. ht. Building dept told me a permit is required and they show none issued. Work began on 01-18-2012.;7771 S SENTINAL STONE DR      ;NULL;141097330
1028006.56266404;405876.81266404;T13DV06044;PENDING ;WORK WITHOUT PERMITS-COMMERCL;2013-08-15 00:00:00;WORK WITHOUT PERMIT- SOUTH EDGE OF DRAINAGE BASIN- TRENCHED AND COVERED- TRENCH IS PARALELL TO SENTINAL STONE (PRO);7771 S SENTINAL STONE DR      ;NULL;141097330
1028006.56266404;405876.81266404;T12DV02374;COMPLIAN;WORK WITHOUT PERMITS-COMMERCL;2012-03-27 00:00:00;HOA  installed a power panel and meter at the E end of the basin. They are now installing elect outlets and lights on the 2 existing ramadas. Concern is that they have not gotten a compliance or building permit. Also, because the job is well over $1000 they are required to use a licensed  contractor and I don't think they are.;7771 S SENTINAL STONE DR      ;NULL;141097330
1048236.68766404;405892.03116798;T12DV03921;COMPLIAN;WEEDS;2012-05-10 00:00:00;GRASS AND WEEDS;7766 S PRECIOUS OPAL DR      ;Rita Ranch;141146640
1048236.68766404;405892.03116798;T10DV05358;NOVERIFY;WEEDS;2010-08-12 00:00:00;Weeds excessively high.;7766 S PRECIOUS OPAL DR      ;Rita Ranch;141146640
1048236.68766404;405892.03116798;T12DV02761;NOVERIFY;WEEDS;2012-04-09 00:00:00;Overgrown weeds in the front yard.;7766 S PRECIOUS OPAL DR      ;Rita Ranch;141146640
1048520.75000000;405897.09383202;T12DV02758;NOVERIFY;WEEDS;2012-04-09 00:00:00;Overgrown weeds in the front yard.;7745 S PRECIOUS OPAL DR      ;Rita Ranch;141147130
1051350.25000000;405902.81266404;T13DV03006;COMPLIAN;RESIDENTIAL ZONING;2013-05-07 00:00:00;Basketball hoop blocking the ROW;7750 S SOLOMON AV      ;Rita Ranch;141167570
1048322.68766404;405949.75000000;T12DV02760;COMPLIAN;WEEDS;2012-04-09 00:00:00;Overgrown weeds in the front yard.;7758 S PRECIOUS OPAL DR      ;Rita Ranch;141146620
1047832.37500000;405955.18766404;T12DV11331;COMPLIAN;RESIDENTIAL ZONING;2012-12-28 00:00:00;Chicken coop too close to neighbors -->;7750 S TITANITE LN      ;Rita Ranch;141146850
1048144.81266404;405957.87500000;T12DV02752;COMPLIAN;WEEDS;2012-04-09 00:00:00;Overgrown weeds in the yard.;7729 S TITANITE LN      ;Rita Ranch;141146730
1047467.68766404;405982.78116798;T12DV02753;COMPLIAN;WEEDS;2012-04-09 00:00:00;Overgrown weeds in front yard and the common area.;7752 S ZIRCON CRYSTAL DR      ;Rita Ranch;141147870
1049989.50000000;405994.53116798;T10DV02213;COMPLIAN;WEEDS;2010-04-16 00:00:00;Overgrown weed;9660 E BENNETT DR      ;Rita Ranch;141164320
1050053.87500000;406018.84383202;T10DV02577;COMPLIAN;WEEDS;2010-04-26 00:00:00;Overgrown weeds;9670 E BENNETT DR      ;Rita Ranch;141164330
1047284.06266404;406023.12500000;T10DV05360;COMPLIAN;RESIDENTIAL ZONING;2010-08-12 00:00:00;Large trailer parked, blocking the sidewalk.;7727 S FRESHWATER PEARL DR      ;Rita Ranch;141147890
1044124.87500000;406025.50000000;T10DV00640;COMPLIAN;REFUSE;2010-02-10 00:00:00;Residents trimmed their trees and left the limbs behind their home on the top of the wash embankment.;7716 S LIONS SPRING WY      ;Rita Ranch;141111360
1048262.18766404;406040.59383202;T12DV02751;COMPLIAN;WEEDS;2012-04-09 00:00:00;Overgrown weeds in yard and common area.;7717 S TITANITE LN      ;Rita Ranch;141146760
1048427.18766404;406049.43766404;T12DV08612;COMPLIAN;WEEDS;2012-09-13 00:00:00;GRASS AND WEEDS;9423 E YOGO SAPPHIRE LN      ;Rita Ranch;141146600
1048427.18766404;406049.43766404;T12DV02750;COMPLIAN;WEEDS;2012-04-09 00:00:00;Overgrown weeds in the front yard.;9423 E YOGO SAPPHIRE LN      ;Rita Ranch;141146600
1048836.75000000;406121.65616798;T11DV03191;COMPLIAN;MULTIPLE TYPES;2011-05-04 00:00:00;Vacant house for over a year with overgrown grass/weeds and trash.;7713 S PRECIOUS OPAL DR      ;Rita Ranch;141146090
1048836.75000000;406121.65616798;T10DV06629;COMPLIAN;MULTIPLE TYPES;2010-09-29 00:00:00;Overgrown weeds and refuse on property;7713 S PRECIOUS OPAL DR      ;Rita Ranch;141146090
1048836.75000000;406121.65616798;T11DV04233;COMPLIAN;WEEDS;2011-06-09 00:00:00;GRASS/WEEDS IN FRONT YARD CAUSING WEED BUDDING ON NEIGHBORING PROPERTIES;7713 S PRECIOUS OPAL DR      ;Rita Ranch;141146090
1048871.50000000;406154.40616798;T11DV04232;COMPLIAN;WEEDS;2011-06-09 00:00:00;GRASS/WEEDS IN FRONT YARD CAUSING WEED BUDDING ON NEIGHBORING PROPERTIES;7709 S PRECIOUS OPAL DR      ;Rita Ranch;141146080
1048351.12500000;406163.40616798;T12DV02749;COMPLIAN;WEEDS;2012-04-09 00:00:00;Overgrown weeds in the front yard.;9405 E YOGO SAPPHIRE LN      ;Rita Ranch;141146570
1048510.93766404;406168.37500000;T10DV05356;NOVERIFY;ENVIRONMENTAL;2010-08-12 00:00:00;Tree blocking the walkway.;9436 E MARQUIS DIAMOND LN      ;Rita Ranch;141146400
1048510.93766404;406168.37500000;T12DV01553;COMPLIAN;WEEDS;2012-02-27 00:00:00;WEEDS;9436 E MARQUIS DIAMOND LN      ;Rita Ranch;141146400
1050029.00000000;406168.53116798;T10DV02211;NOVERIFY;WEEDS;2010-04-16 00:00:00;Overgrown weeds and vegetation.;9671 E BENNETT DR      ;Rita Ranch;141164360
1044894.37500000;406179.37500000;T13DV03712;NOVERIFY;WORK WITHOUT PERMITS-RESIDENTL;2013-05-30 00:00:00;Possible work without permit.  Addition added to home.;7707 S MEADOW SPRING WY      ;Rita Ranch;141110360
1047925.25000000;406185.18766404;T12DV02754;COMPLIAN;WEEDS;2012-04-09 00:00:00;Overgrown weeds in front yard & common area.;7699 S ZIRCON CRYSTAL DR      ;Rita Ranch;141146890
1048145.68766404;406186.28116798;T12DV08616;COMPLIAN;WEEDS;2012-09-13 00:00:00;GRASS AND WEEDS;7718 S TITANITE LN      ;Rita Ranch;141146770
1050911.37500000;406195.62500000;T10DV02210;NOVERIFY;WEEDS;2010-04-16 00:00:00;Overgrown weeds and vegetation.;9801 E BENNETT DR      ;Rita Ranch;141165610
1048318.25000000;406201.84383202;T13DV02029;COMPLIAN;WEEDS;2013-04-01 00:00:00;GRASS AND WEEDS;9399 E YOGO SAPPHIRE LN      ;Rita Ranch;141146560
1048318.25000000;406201.84383202;T12DV02747;COMPLIAN;WEEDS;2012-04-09 00:00:00;Overgrown weeds in the front yard.;9399 E YOGO SAPPHIRE LN      ;Rita Ranch;141146560
1050327.75000000;406213.53116798;T12DV03898;NOVERIFY;ENVIRONMENTAL;2012-05-11 00:00:00;no fence around pool;9711 E BENNETT DR      ;Rita Ranch;141165520
1051366.12500000;406222.28116798;T13DV02181;NOVERIFY;RESIDENTIAL ZONING;2013-04-05 00:00:00;Basketball hoop apparatus obstructing sidwalk.;9871 E BENNETT DR      ;Rita Ranch;141165680
1048664.00000000;406230.37500000;T11DV06892;COMPLIAN;WEEDS;2011-08-30 00:00:00;WEEDS;9441 E MARQUIS DIAMOND LN      ;Rita Ranch;141146360
1048664.00000000;406230.37500000;T12DV04555;COMPLIAN;WEEDS;2012-06-04 00:00:00;WEEDS AN TREE BRANCH BLOCKING SIDEWALK.;9441 E MARQUIS DIAMOND LN      ;Rita Ranch;141146360
1048664.00000000;406230.37500000;T12DV08009;COMPLIAN;WEEDS;2012-09-04 00:00:00;Weeds throughout property.;9441 E MARQUIS DIAMOND LN      ;Rita Ranch;141146360
1048289.37500000;406240.28116798;T12DV02746;COMPLIAN;WEEDS;2012-04-09 00:00:00;Overgrown weeds in the front yard.;9393 E YOGO SAPPHIRE LN      ;Rita Ranch;141146550
1048289.37500000;406240.28116798;T13DV02028;COMPLIAN;WEEDS;2013-04-01 00:00:00;GRASS AND WEEDS;9393 E YOGO SAPPHIRE LN      ;Rita Ranch;141146550
